Name,Description,Web URL,Publish date,Author,Published in
Analysis of Points of Interests Recommended for Leisure Walk Descriptions,Research contribution by Jianfeng Gao,https://scholar.google.com/scholar?q=Jianfeng+Gao,N/A,Jianfeng Gao,Microsoft (United States)
Text Summarization with Pretrained Encoders,Research contribution by Mirella Lapata,https://scholar.google.com/citations?user=j67B9Q4AAAAJ,N/A,Mirella Lapata,Language Science (South Korea)
"Don’t Give Me the Details, Just the Summary! Topic-Aware Convolutional Neural Networks for Extreme Summarization",Research contribution by Mirella Lapata,https://scholar.google.com/citations?user=j67B9Q4AAAAJ,N/A,Mirella Lapata,Language Science (South Korea)
Long Short-Term Memory-Networks for Machine Reading,Research contribution by Mirella Lapata,https://scholar.google.com/citations?user=j67B9Q4AAAAJ,N/A,Mirella Lapata,Language Science (South Korea)
Composition in Distributional Models of Semantics,Research contribution by Mirella Lapata,https://scholar.google.com/citations?user=j67B9Q4AAAAJ,N/A,Mirella Lapata,Language Science (South Korea)
Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,Research contribution by Mirella Lapata,https://scholar.google.com/citations?user=j67B9Q4AAAAJ,N/A,Mirella Lapata,Language Science (South Korea)
ImageNet Large Scale Visual Recognition Challenge,Research contribution by Andrej Karpathy,https://scholar.google.com/citations?user=l8WuQJgAAAAJ,N/A,Andrej Karpathy,OpenAI
Large-Scale Video Classification with Convolutional Neural Networks,Research contribution by Andrej Karpathy,https://scholar.google.com/citations?user=l8WuQJgAAAAJ,N/A,Andrej Karpathy,OpenAI
Deep visual-semantic alignments for generating image descriptions,Research contribution by Andrej Karpathy,https://scholar.google.com/citations?user=l8WuQJgAAAAJ,N/A,Andrej Karpathy,OpenAI
Large-scale Video Classiﬁcation with Convolutional Neural Networks,Research contribution by Andrej Karpathy,https://scholar.google.com/citations?user=l8WuQJgAAAAJ,N/A,Andrej Karpathy,OpenAI
DenseCap: Fully Convolutional Localization Networks for Dense Captioning,Research contribution by Andrej Karpathy,https://scholar.google.com/citations?user=l8WuQJgAAAAJ,N/A,Andrej Karpathy,OpenAI
"Show, Attend and Tell: Neural Image Caption Generation with Visual Attention",Research contribution by Kyunghyun Cho,https://scholar.google.com/citations?user=0RAmmIAAAAAJ,N/A,Kyunghyun Cho,Canadian Institute for Advanced Research
On the Properties of Neural Machine Translation: Encoder–Decoder Approaches,Research contribution by Kyunghyun Cho,https://scholar.google.com/citations?user=0RAmmIAAAAAJ,N/A,Kyunghyun Cho,Canadian Institute for Advanced Research
Attention-Based Models for Speech Recognition,Research contribution by Kyunghyun Cho,https://scholar.google.com/citations?user=0RAmmIAAAAAJ,N/A,Kyunghyun Cho,Canadian Institute for Advanced Research
"Show, Attend and Tell: Neural Image Caption Generation with Visual\n Attention",Research contribution by Kyunghyun Cho,https://scholar.google.com/citations?user=0RAmmIAAAAAJ,N/A,Kyunghyun Cho,Canadian Institute for Advanced Research
On the Properties of Neural Machine Translation: Encoder-Decoder Approaches,Research contribution by Kyunghyun Cho,https://scholar.google.com/citations?user=0RAmmIAAAAAJ,N/A,Kyunghyun Cho,Canadian Institute for Advanced Research
A training algorithm for optimal margin classifiers,Research contribution by Isabelle Guyon,https://scholar.google.com/citations?user=6n-zAFEAAAAJ,N/A,Isabelle Guyon,Gleason (United States)
Gene Selection for Cancer Classification using Support Vector Machines,Research contribution by Isabelle Guyon,https://scholar.google.com/citations?user=6n-zAFEAAAAJ,N/A,Isabelle Guyon,Gleason (United States)
SIGNATURE VERIFICATION USING A “SIAMESE” TIME DELAY NEURAL NETWORK,Research contribution by Isabelle Guyon,https://scholar.google.com/citations?user=6n-zAFEAAAAJ,N/A,Isabelle Guyon,Gleason (United States)
Feature extraction : foundations and applications,Research contribution by Isabelle Guyon,https://scholar.google.com/citations?user=6n-zAFEAAAAJ,N/A,Isabelle Guyon,Gleason (United States)
Comparison of classifier methods: a case study in handwritten digit recognition,Research contribution by Isabelle Guyon,https://scholar.google.com/citations?user=6n-zAFEAAAAJ,N/A,Isabelle Guyon,Gleason (United States)
Sequential Monte Carlo Methods in Practice,Research contribution by Nando de Freitas,https://scholar.google.com/citations?user=nzEluBwAAAAJ,N/A,Nando de Freitas,Google DeepMind
Taking the Human Out of the Loop: A Review of Bayesian Optimization,Research contribution by Nando de Freitas,https://scholar.google.com/citations?user=nzEluBwAAAAJ,N/A,Nando de Freitas,Google DeepMind
An Introduction to MCMC for Machine Learning,Research contribution by Nando de Freitas,https://scholar.google.com/citations?user=nzEluBwAAAAJ,N/A,Nando de Freitas,Google DeepMind
"A Tutorial on Bayesian Optimization of Expensive Cost Functions, with Application to Active User Modeling and Hierarchical Reinforcement Learning",Research contribution by Nando de Freitas,https://scholar.google.com/citations?user=nzEluBwAAAAJ,N/A,Nando de Freitas,Google DeepMind
Dueling Network Architectures for Deep Reinforcement Learning,Research contribution by Nando de Freitas,https://scholar.google.com/citations?user=nzEluBwAAAAJ,N/A,Nando de Freitas,Google DeepMind
Language Models are Few-Shot Learners,Research contribution by Mark Chen,https://scholar.google.com/scholar?q=Mark+Chen,N/A,Mark Chen,OpenAI
Automaticity of social behavior: Direct effects of trait construct and stereotype activation on action.,Research contribution by Mark Chen,https://scholar.google.com/scholar?q=Mark+Chen,N/A,Mark Chen,OpenAI
Hierarchical Text-Conditional Image Generation with CLIP Latents,Research contribution by Mark Chen,https://scholar.google.com/scholar?q=Mark+Chen,N/A,Mark Chen,OpenAI
Epidemiologic Features and Clinical Course of Patients Infected With SARS-CoV-2 in Singapore,Research contribution by Mark Chen,https://scholar.google.com/scholar?q=Mark+Chen,N/A,Mark Chen,OpenAI
Moses,Research contribution by Philipp Koehn,https://scholar.google.com/scholar?q=Philipp+Koehn,N/A,Philipp Koehn,Johns Hopkins University
Statistical phrase-based translation,Research contribution by Philipp Koehn,https://scholar.google.com/scholar?q=Philipp+Koehn,N/A,Philipp Koehn,Johns Hopkins University
Statistical Significance Tests for Machine Translation Evaluation.,Research contribution by Philipp Koehn,https://scholar.google.com/scholar?q=Philipp+Koehn,N/A,Philipp Koehn,Johns Hopkins University
Moses: Open Source Toolkit for Statistical Machine Translation,Research contribution by Philipp Koehn,https://scholar.google.com/scholar?q=Philipp+Koehn,N/A,Philipp Koehn,Johns Hopkins University
Abstract Meaning Representation for Sembanking,Research contribution by Philipp Koehn,https://scholar.google.com/scholar?q=Philipp+Koehn,N/A,Philipp Koehn,Johns Hopkins University
An analytic theory of creativity in convolutional diffusion models,Research contribution by Surya Ganguli,https://scholar.google.com/citations?user=rF2VvOgAAAAJ,N/A,Surya Ganguli,Stanford University
Reshaping Global Loop Structure to Accelerate Local Optimization by Smoothing Rugged Landscapes,Research contribution by Surya Ganguli,https://scholar.google.com/citations?user=rF2VvOgAAAAJ,N/A,Surya Ganguli,Stanford University
Contrastive Concept-Tree Search for LLM-Assisted Algorithm Discovery,Research contribution by Surya Ganguli,https://scholar.google.com/citations?user=rF2VvOgAAAAJ,N/A,Surya Ganguli,Stanford University
From Kepler to Newton: Inductive Biases Guide Learned World Models in Transformers,Research contribution by Surya Ganguli,https://scholar.google.com/citations?user=rF2VvOgAAAAJ,N/A,Surya Ganguli,Stanford University
Gaussian Process Inference Reveals Non-separability of Position and Velocity Tuning in Grid Cells,Research contribution by Surya Ganguli,https://scholar.google.com/citations?user=rF2VvOgAAAAJ,N/A,Surya Ganguli,Stanford University
Ensemble Methods in Machine Learning,Research contribution by Thomas G Dietterich,https://scholar.google.com/scholar?q=Thomas+G+Dietterich,N/A,Thomas G Dietterich,Oregon State University
Approximate Statistical Tests for Comparing Supervised Classification Learning Algorithms,Research contribution by Thomas G Dietterich,https://scholar.google.com/scholar?q=Thomas+G+Dietterich,N/A,Thomas G Dietterich,Oregon State University
"An Experimental Comparison of Three Methods for Constructing Ensembles of Decision Trees: Bagging, Boosting, and Randomization",Research contribution by Thomas G Dietterich,https://scholar.google.com/scholar?q=Thomas+G+Dietterich,N/A,Thomas G Dietterich,Oregon State University
Solving the multiple instance problem with axis-parallel rectangles,Research contribution by Thomas G Dietterich,https://scholar.google.com/scholar?q=Thomas+G+Dietterich,N/A,Thomas G Dietterich,Oregon State University
Proceedings of the 13th International Conference on Neural Information Processing Systems,Research contribution by Thomas G Dietterich,https://scholar.google.com/scholar?q=Thomas+G+Dietterich,N/A,Thomas G Dietterich,Oregon State University
Oscar: Object-Semantics Aligned Pre-training for Vision-Language Tasks,Research contribution by Yejin Choi,https://scholar.google.com/citations?user=vhP-tlcAAAAJ,N/A,Yejin Choi,Seoul National University
The Curious Case of Neural Text Degeneration,Research contribution by Yejin Choi,https://scholar.google.com/citations?user=vhP-tlcAAAAJ,N/A,Yejin Choi,Seoul National University
BabyTalk: Understanding and Generating Simple Image Descriptions,Research contribution by Yejin Choi,https://scholar.google.com/citations?user=vhP-tlcAAAAJ,N/A,Yejin Choi,Seoul National University
Truth of Varying Shades: Analyzing Language in Fake News and Political Fact-Checking,Research contribution by Yejin Choi,https://scholar.google.com/citations?user=vhP-tlcAAAAJ,N/A,Yejin Choi,Seoul National University
VinVL: Revisiting Visual Representations in Vision-Language Models,Research contribution by Yejin Choi,https://scholar.google.com/citations?user=vhP-tlcAAAAJ,N/A,Yejin Choi,Seoul National University
ImageNet Large Scale Visual Recognition Challenge,Research contribution by Olga Russakovsky,https://scholar.google.com/citations?user=TB5OwW8AAAAJ,N/A,Olga Russakovsky,Princeton University
What’s the Point: Semantic Segmentation with Point Supervision,Research contribution by Olga Russakovsky,https://scholar.google.com/citations?user=TB5OwW8AAAAJ,N/A,Olga Russakovsky,Princeton University
End-to-End Learning of Action Detection from Frame Glimpses in Videos,Research contribution by Olga Russakovsky,https://scholar.google.com/citations?user=TB5OwW8AAAAJ,N/A,Olga Russakovsky,Princeton University
Art and the science of generative AI,Research contribution by Olga Russakovsky,https://scholar.google.com/citations?user=TB5OwW8AAAAJ,N/A,Olga Russakovsky,Princeton University
Every Moment Counts: Dense Detailed Labeling of Actions in Complex Videos,Research contribution by Olga Russakovsky,https://scholar.google.com/citations?user=TB5OwW8AAAAJ,N/A,Olga Russakovsky,Princeton University
Abstract Meaning Representation for Sembanking,Research contribution by Kevin Knight,https://scholar.google.com/scholar?q=Kevin+Knight,N/A,Kevin Knight,Google
Prevalence and outcomes of anemia in cancer: a systematic review of the literature,Research contribution by Kevin Knight,https://scholar.google.com/scholar?q=Kevin+Knight,N/A,Kevin Knight,Google
A syntax-based statistical translation model,Research contribution by Kevin Knight,https://scholar.google.com/scholar?q=Kevin+Knight,N/A,Kevin Knight,Google
Summarization beyond sentence extraction: A probabilistic approach to sentence compression,Research contribution by Kevin Knight,https://scholar.google.com/scholar?q=Kevin+Knight,N/A,Kevin Knight,Google
Machine transliteration,Research contribution by Kevin Knight,https://scholar.google.com/scholar?q=Kevin+Knight,N/A,Kevin Knight,Google
The Knowledge Complexity of Interactive Proof Systems,Research contribution by Shafi Goldwasser,https://scholar.google.com/scholar?q=Shafi+Goldwasser,N/A,Shafi Goldwasser,Berkeley College
A Digital Signature Scheme Secure Against Adaptive Chosen-Message Attacks,Research contribution by Shafi Goldwasser,https://scholar.google.com/scholar?q=Shafi+Goldwasser,N/A,Shafi Goldwasser,Berkeley College
Probabilistic encryption,Research contribution by Shafi Goldwasser,https://scholar.google.com/scholar?q=Shafi+Goldwasser,N/A,Shafi Goldwasser,Berkeley College
How to construct random functions,Research contribution by Shafi Goldwasser,https://scholar.google.com/scholar?q=Shafi+Goldwasser,N/A,Shafi Goldwasser,Berkeley College
Probabilistic encryption &amp,Research contribution by Shafi Goldwasser,https://scholar.google.com/scholar?q=Shafi+Goldwasser,N/A,Shafi Goldwasser,Berkeley College
how to play mental poker keeping secret all partial information,Research contribution by Shafi Goldwasser,https://scholar.google.com/scholar?q=Shafi+Goldwasser,N/A,Shafi Goldwasser,Berkeley College
Learning from Unscripted Deictic Gesture and Language for Human-Robot Interactions,Research contribution by Dieter Fox,https://scholar.google.com/scholar?q=Dieter+Fox,N/A,Dieter Fox,Nvidia (United States)
A spatio-temporal probabilistic model for multi-sensor object recognition,Research contribution by Dieter Fox,https://scholar.google.com/scholar?q=Dieter+Fox,N/A,Dieter Fox,Nvidia (United States)
MegaPose: 6D Pose Estimation of Novel Objects via Render & Compare,Research contribution by Dieter Fox,https://scholar.google.com/scholar?q=Dieter+Fox,N/A,Dieter Fox,Nvidia (United States)
